KHR-GL46.gl_spirv.spirv_glsl_to_spirv_builtin_functions_test,Fail
KHR-GL46.pipeline_statistics_query_tests_ARB.functional_geometry_shader_queries,Fail
KHR-GL46.pipeline_statistics_query_tests_ARB.functional_primitives_vertices_submitted_and_clipping_input_output_primitives,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r16_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.r8_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg16_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rg8_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb16_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgb8_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba16_snorm,Fail
KHR-GL46.packed_pixels.pbo_rectangle.rgba8_snorm,Fail
KHR-GL46.packed_pixels.rectangle.r16_snorm,Fail
KHR-GL46.packed_pixels.rectangle.r8_snorm,Fail
KHR-GL46.packed_pixels.rectangle.rg16_snorm,Fail
KHR-GL46.packed_pixels.rectangle.rg8_snorm,Fail
KHR-GL46.packed_pixels.rectangle.rgb16_snorm,Fail
KHR-GL46.packed_pixels.rectangle.rgb8_snorm,Fail
KHR-GL46.packed_pixels.rectangle.rgba16_snorm,Fail
KHR-GL46.packed_pixels.rectangle.rgba8_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.r16_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.r8_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg16_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.rg8_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb16_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgb8_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba16_snorm,Fail
KHR-GL46.packed_pixels.varied_rectangle.rgba8_snorm,Fail
KHR-GL46.shader_ballot_tests.ShaderBallotFunctionRead,Fail
KHR-GL46.shader_ballot_tests.ShaderBallotBitmasks,Fail
KHR-GL46.sparse_texture_tests.SparseTextureCommitment,Fail
KHR-GL46.sparse_buffer_tests.BufferStorageTest,Fail
